word,phonetic,pos,meaning,examples,memory_methods,derivatives,collocations,extensions,chapter,source_page,source_book,confidence
adapt,/əˈdæpt/,v.,使适应；适应；改编,She knew how to adapt herself. 她懂得如何适应环境。,"对整体采用对比辨析记忆法：通过 adapt 容易联想到与其相似的单词 adopt v.收 养，通过观察两个单词的区别，发现只要将 adopt 中的 o 更换为 a 即可变为 adapt； ① o 到 a 的变化，可以看作是 o 的头上戴了一个帽子变成了a。于是我们可以这样 联想 ——> 你的家庭遇到了不幸的变故，以至于你不得被另外的家庭收养 （adopt）。万幸的是，你做梦都没有想到决定收养你的家庭竟然是一个英国的传 统贵族家庭，你跟随他们坐私人飞机回到了大庄园里，那里的生活一切都好，只有 一件事情你还需要努力适应（adapt），那就是英国贵族的传统：每每出门必须戴 帽子！（o到a的变化） 因此字母 o 表示未带帽子的你被""收养""；而字母 a 的背后则表示 o 到 a 在头上带 上帽子的变化，对应你在英国""适应""全新生活习惯的过程，意为 v.使适应；适应； ② 针对 adapt 的第二个含义""改编""可以借助""适应""这个核心含义进行记忆 ——> 人到了新环境需要适应，表现为改变自己的行为或者生活习惯；如果是书籍或者影 视作品遇到了全新的社会风潮，要想继续吸引读者则需要根据当前的市场环境进 行""改编""，这同样可以看做是""适应""的一种方式。 故 adapt 针对文艺作品表示为了适应环境而进行的调整，意为 v.改编； | 词根分析：apt：词根，表示适当的； | 巧记：通过熟练掌握 adapt 反向记忆，ad | apt：其中 ad 表示加强；apt 表示适 当的 ——> 使变得适当，即 v.使适应；改编",,adapt oneself to 使自己适应；adapt to 适应；be adapted from… 是由…改编的；adapt sth for 使某物适合…，为…而改编某物,adaptable ad .能适应的；有适应能力的； adapt,Part2,391,单词突围5200 上册,1.0
add,/æd/,v.,增加，添加,Many words are added to the new edition of the dictionary. 这个新版 本的词典里加了许多新词。,"从发音的角度看，ad 和 add 的发音是相同的，因此我们可以将 add 看做是由 ad ""增加/添加""一个字母 d 得到的。 在脑中刻画于 ad 后加上一个字母 d 构成 add 的过程，由此把握 add 表示 v.增 加，添加",,add… to… 把…加到…；add to… 使…增加；add up… 把…加起来，合 计；add up to… 总计达到…,,participate为已经记忆过的单词，表示vi.参加，参与；末尾去掉-te动词后缀，,315,单词突围5200 上册,1.0
added,/dʒiˈɑːɡrəfi/,n.,地理学,Geography determines language evolution. 地理决定了语言的进化。,"对整体采用谐音记忆法：geography 的单词发音类似汉语""脚（ io）逛废"" ——> 说起""地理""我们想起的总是祖国乃至世界的大好河山，风景固然秀美但要想真正真 正地去亲自体验，旅途的劳顿也总少不了。 想象自己正拿着地图一路徒步，准备去领略""地理之美""，一天下来没有休息，差点 把""脚逛废""了。 故看到 geography 联想到为了采集地理信息在深山和荒野中艰难跋涉，差点把脚 逛废的场景，由此记住 geography 表示 n.地理学； | 词根分析：geo：词缀，表示地，地理； | 巧记：通过熟练掌握 geography 反向记忆，geo | graphy：其中 geo 表示地， 地理； graphy：词缀，为表示学科的名词后缀 ，意为…的学科； 巧记：通过熟练掌握 geography - 地理学 反向记忆，graphy 作名词后缀表示… 学科",,a geography textbook 地理课本,,part,1316,单词突围5200 上册,1.0
addition,/əˈdɪʃn/,n.,加，加法；增加，添加；附加物,In addition to biting ants，other species can cause different kinds of damage. 除了一些会叮咬的蚂蚁，其他种类的蚂蚁也会造成各种各样的伤害。,consequent add addition add 为已经记忆过的单词，表示 v.增加，添加；末尾加上 -tion 名词后缀得到核心 含义相同的名词含义，表示与增加有关，即 n.加，加法；附加物,,,additional ad .附加的，追加的,participate为已经记忆过的单词，表示vi.参加，参与；末尾去掉-te动词后缀，,315,单词突围5200 上册,1.0
additional,/əˈdɪʃənl/,,ad .附加的，额外的,It is necessary to set down these additional rules. 有必要制定这些补充 规则。,addition 为已经记忆过的单词，表示 n.加法；增加；附加物；末尾加上 -al 形容 词后缀，得到核心含义相同的形容词含义，表示在原有基础上进行添加的，意为 ad .附加的，额外的,,,,participate为已经记忆过的单词，表示vi.参加，参与；末尾去掉-te动词后缀，,316,单词突围5200 上册,1.0
adequacy,/ˈædɪkwəsi/,n.,足够；适当；妥善性,He doubted her adequacy for the ob. 他怀疑她能否胜任这项工作。,adequate 为已经记忆过的单词，表示 ad .足够的；适当的；末尾去掉 -te 再加上 -cy 名词后缀，得到核心含义相同的名词含义，表示 n.足够；适当；妥善性,,,,Part4,655,单词突围5200 上册,1.0
adequate,/ˈædɪkwət/,,ad .足够的；适当的,We took adequate food for the holiday. 我们为度假带足了食品。,"划分：ad(e) | equa | te 针对第1个元素采用谐音记忆法：ade 在单词中的发音类似中文里的""阿迪""，引申 为运动品牌阿迪达斯（Adidas）； 针对第2个元素采用含义联想法：通过 equa 的字形容易联想到已经记忆过的单词 equal ad .相等的；v.比得上； 综合考虑 ade（阿迪达斯）+ equa（相等；比得上）——> 阿迪达斯作为一家国 际知名的运动品牌公司，无论是设计还是质量都受到了大众的认可，如果说有什么 缺点的话，可能就是价格稍微有一点贵。 想象你今天去了一家国产运动品牌的店里买新鞋，精挑细选之后只花了阿迪达斯 1/3的价格便买到了一双无论是设计还是质量都几乎和阿迪达斯（ade）差不多的 （equa）新鞋。 这让你深刻地感觉到，随着中国的发展和进步，国产运动品牌们的确已经做得""足 够""好了！同时，这种不仅价格低而且质量好的鞋才是真正""适合""自己的。 总结：看到 adequate 想起你拿阿迪达斯和国产鞋作比较发现国产鞋差不多好的场 景，一方面认为国产鞋已经足够好，由此记住 ad .足够的；另一方面认为性价比更 高的国产鞋才更适合你，由此记住 ad .适合的",,,inadequate ad .不充分的；adequacy n.足够；充分；adequately adv.足够地,Part4,676,单词突围5200 上册,1.0
adequately,/ˈædɪkwətli/,adv.,充分地；足够地,There may be problems if responsibilities are not adequately defined. 如果责任没有充分界定，就可能出现问题。,adequate 为已经记忆过的单词，表示 ad .足够的；末尾加上 -ly 副词后缀，得到 核心含义内核相同的副词含义，表示 adv.充分地；足够地,,,,Part4,655,单词突围5200 上册,1.0
adhere,/ədˈhɪr/,vi.,粘附，附着；遵守，坚持；追随，支持,We adhere to the principle stand of marxism. 我们坚持马克思主义思想 原则。,划分：ad | here 针对第1个元素采用,,adhere to 粘附，附着；遵守，坚持,adherence n.坚持；遵守，遵循,Part2,1039,单词突围5200 上册,1.0
adherence,/əd'hɪrəns/,n.,遵守；遵循；坚持,The teacher demanded adherence to the rules. 老师要求学生们遵守纪 律。,adhere 为已经记忆过的单词，表示 vi.遵守，坚持；追随；末尾加上 -ence 名词后 缀，得到核心含义相同的名词含义，表示 n.遵守；遵循；坚持,,,,Part2,1039,单词突围5200 上册,1.0
administration,/ədˌmɪnɪˈstreɪʃn/,n.,管理；管理部门，行政部门,The college administration will not countenance cheating. 大学行政部 门不会宽恕欺骗行为,划分：admi | nistration 针对第1个元素采用含义联想法：通过 admi 容易联想到已经记忆过的单词 admit v.承认；准许； 针对第2个元素采用采用,,business administration 工商管理,administrative ad .管理的，行政的,Part4,664,单词突围5200 上册,1.0
administrative,/ədˈmɪnɪstreɪtɪv/,,ad .行政的，管理的,We deem very highly of his administrative talent. 我们非常看重他的管 administration administrative 理才能。,administration 为已经记忆过的单词，表示 n.管理；管理部门，行政部门；末尾 去掉 -ion 名词后缀，再加上 -ive 形容词后缀，得到核心含义相同的形容词含义， 表示 ad .行政的，管理的,,,,Part4,664,单词突围5200 上册,1.0
admit,/ədˈmɪt/,v.,（admitted，admitted，admitting）承认；准许（入场、入学等）,Luke admitted stealing clothes from the shop. 卢克承认从商店偷了衣 服。,划分：ad | mit 针对第1个元素采用 | 词根分析：ad：词缀，属于 a# 类前缀，表示加强； mit：词根，表示送； | 巧记：通过熟练掌握 admit 反向记忆，ad | mit：ad 表示加强；mit 表示送 ——> 能够送进大门，即表示 v.承认；准许（入场、入学等）,,admit doing sth 承认做过某事；admit … into/to … 让…进 入：More middle school graduates will admitted into universities. 将有更多 的中学毕业生进入大学。,admittance n.进入；admittedly adv.诚然，无可否认； admit,Part3,294,单词突围5200 上册,1.0
adolescence,/ˌædəˈlesns/,n.,青春期,Adolescence can be a confusing time. 青春期会是一个充满困惑的时 期。,adolescent 为已经记忆过的单词，意为 ad .青春期的；去掉 -t 形容词后缀，加上 -ce 名词后缀后得到核心含义相同的名词含义，即 n.青春期,,,adolescent n.青年；ad .青春期的，青春的,Part1,249,单词突围5200 上册,1.0
adolescent,/ˌædəˈlesnt/,n.,「C」青少年；ad .青春期的；青少年的；不成熟的,Experts advise parents to spend more time concerning adolescent problems. 专家建议父母花更多时间关注青春期问题。 national adolescent,划分：adol | (l)es | cent 针对第1个元素采用含义联想法：通过 adol 的字形和读音容易联想到已经记忆过 的单词 adult n.成年人，大人； 针对第2个元素采用含义联想法：通过 les 的字形和读音容易联想到熟悉单词 less ad .更少的；这里引申为年龄更小的； 针对第3个元素采用,,,adolescence n.青春期,Part1,248,单词突围5200 上册,1.0
adopt,/əˈdɒpt/，/əˈdɑːpt/,v.,采用；采取；正式通过，批准；收养，领养,She#was#forced#to#have#her#baby#adopted.#她被迫把她的孩子给人收 adopt 养。,"①#对整体采用对比辨析记忆法：通过#adopt#容易联想到与其相似的单词#adapt#v. 使适应，通过观察两个单词的区别，发现只要将#adopt#中的#o#更换为#a#即可变为# adapt； 对应#o#到#a#的变化，可以看作是#o#的头上戴了一个帽子变成了a。于是我们可以这 样联想#——>#你的家庭遇到了不幸的变故，以至于你不得被另外的家庭收养 （adopt）。万幸的是，你做梦都没有想到决定收养你的家庭竟然是一个英国的传 统贵族家庭，你跟随他们坐私人飞机回到了大庄园里，那里的生活一切都好，只有 一件事情你还需要努力适应（adapt），那就是英国贵族的传统：每每出门必须戴 帽子！（o到a的变化） 因此字母#o#表示未带帽子的你被""收养""；而字母#a#的背后则表示#o#到#a#在头上带 上帽子的变化，对应你在英国""适应""全新生活习惯的过程，意为#v.使适应；适应； 由此把握#adopt#对应未戴帽子的阶段，表示#v.收养，领养； ②#由""收养，领养""的含义把握#adopt#重点表示""让原本不属于自己的东西变成自己 的""的核心含义内核，由此延伸#——>#表示将过去没用过的东西用起来，即#v.采 用；采取；正式通过，批准； | 词根分析：opt：词根，表示选择； | 巧记：通过熟练掌握#adopt#反向记忆，ad#|#opt：其中#ad#表示加强；opt#表示选 择#——>#就选这个了！即#v.采用；采取",,adopt#a#child#领养孩子；adopt#a#policy#采取政策,adoptable#ad .可采用的；可收养的；adoption#n.采用；收养,Part4,434,单词突围5200 上册,1.0
adoptable,#/ə'dɔptəbl/,,ad .可采用的，可收养的,The#adopted#plan#is#the#plan#that#the#risk#is#adoptable.#工程中所采用 的进度计划是风险可接受的方案。,adopt#为已经记忆过的单词，表示#v.采用；采取；收养，领养；末尾加上#-able#为 形容词后缀，表示核心含义相同的形容词含义，意为#ad .可采用的，可收养的,,,,Part4,435,单词突围5200 上册,1.0
